Current road restrictions
ID,Road,Name,District,Latitude,Longitude,RoadClass,Planned,SeverityOverride,Source,CreatedTime,LastUpdated,StartTime,EndTime,WorkPeriod,Expired,Signing,Notification,WorkEventType,Contractor,PermitType,Description,SpecialEvent,FromRoad,ToRoad,AtRoad,DirectionsAffected,Type,SubType,ScheduleMonday,ScheduleTuesday,ScheduleWednesday,ScheduleThursday,ScheduleFriday,ScheduleSaturday,ScheduleSunday,ScheduleEveryday,URL,GeoPolyline,MaxImpact,CurrImpact
"Tor-RD52026-1652-1-1","Hopedale Ave","Hopedale Ave 14 m North of O'Connor Dr to O'Connor Dr","EAST YORK","43.692980","-79.352270","Local Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1777656821000","1780169406000","1779109200000","1780255800000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","TM3 INC","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Installation of a New Set of Traffic Signals at O'Connor & Hopedale","No","O'Connor Dr","O'Connor Dr","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.352270,43.692980],[-79.352230,43.692860]","Low","None"
"Tor-RD52026-1652-1-2","O'Connor Dr","O'Connor Dr at Hopedale Ave to 5 m West of Hopedale Ave","EAST YORK","43.692860","-79.352230","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1777656821000","1780169406000","1779109200000","1780255800000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","TM3 INC","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Installation of a New Set of Traffic Signals at O'Connor & Hopedale","No","Hopedale Ave","Hopedale Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.352230,43.692860],[-79.352290,43.692850]","Low","None"
"Tor-RD1H2026-835-6","Hillholm Rd","Hillholm Rd at Russell Hill Rd to 24 m East of Russell Hill Rd","TORONTO","43.697610","-79.413050","Unknown","1","0","Toronto Hydro","1778010029000","1780169406000","1778500800000","1781724600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors and Installing new Overhead wire on the East side of Russell Hill Road; On the North side of Dunvegan Road; On the East North side of Hillholm Road; On the North side of Forest Hill Road

*Permits are getting Extended as we speak, Will Upload new Cut permits once received, And will also require an Amendment Extension once New cut permits are received*","No","Russell Hill Rd","Russell Hill Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.413050,43.697610],[-79.412940,43.697620],[-79.412900,43.697630],[-79.412840,43.697630],[-79.412760,43.697620],[-79.412750,43.697610]","Low","None"
"Tor-RD1H2026-826-3","Forest Hill Rd","Forest Hill Rd 136 m Southeast of Russell Hill Rd to 5 m East of Spadina Rd","TORONTO","43.699870","-79.412650","Local Road","1","0","Toronto Hydro","1778010047000","1780169406000","1777896000000","1792697400000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors, Ground rods on the South side of Forest Hill Road & Ormsby Cres, As well as installing new Overhead Wire and removing the Old Poles, Anchors, Overhead Wire","No","Russell Hill Rd","Spadina Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.412650,43.699870],[-79.412930,43.699980],[-79.413950,43.700370],[-79.414020,43.700390],[-79.414060,43.700400],[-79.414100,43.700400],[-79.414180,43.700390],[-79.414180,43.700390],[-79.415500,43.700120],[-79.415500,43.700120],[-79.417280,43.699770]","Low","None"
"Tor-RD1H2026-710-1","Harvie Ave","Harvie Ave 3 m South of Carrington Ave to Redhill Ave","YORK","43.691870","-79.456240","Local Road","1","0","Toronto Hydro","1778010641000","1780169406000","1777896000000","1783020600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles on Harvie Ave , Kitchener Ave, Redhill Ave","No","Carrington Ave","Redhill Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.456240,43.691870],[-79.455930,43.691160],[-79.455910,43.691110],[-79.455870,43.691070],[-79.455820,43.691050],[-79.455760,43.691020],[-79.455720,43.691010],[-79.455660,43.691010],[-79.455560,43.691020],[-79.455220,43.691080]","Low","None"
"Tor-RD1H2026-835-7","Hillholm Rd","Hillholm Rd 24 m East of Russell Hill Rd to 38 m Northwest of Lismore Rd","TORONTO","43.697610","-79.412750","Local Road","1","0","Toronto Hydro","1778010029000","1780169406000","1778500800000","1781724600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors and Installing new Overhead wire on the East side of Russell Hill Road; On the North side of Dunvegan Road; On the East North side of Hillholm Road; On the North side of Forest Hill Road

*Permits are getting Extended as we speak, Will Upload new Cut permits once received, And will also require an Amendment Extension once New cut permits are received*","No","Russell Hill Rd","Lismore Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.412750,43.697610],[-79.412710,43.697600],[-79.410660,43.696620]","Low","None"
"Tor-RD1H2026-826-1","Ormsby Cres","Ormsby Cres 27 m East of Spadina Rd to Forest Hill Rd","TORONTO","43.700620","-79.417360","Local Road","1","0","Toronto Hydro","1778010047000","1780169406000","1777896000000","1792697400000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors, Ground rods on the South side of Forest Hill Road & Ormsby Cres, As well as installing new Overhead Wire and removing the Old Poles, Anchors, Overhead Wire","No","Spadina Rd","Forest Hill Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.417360,43.700620],[-79.416360,43.700810],[-79.416260,43.700820],[-79.416180,43.700820],[-79.416100,43.700810],[-79.416010,43.700780],[-79.415900,43.700740],[-79.415820,43.700710],[-79.415740,43.700640],[-79.415700,43.700580],[-79.415680,43.700530],[-79.415500,43.700120]","Low","None"
"Tor-RD1H2026-710-6","Harvie Ave","Harvie Ave at Kitchener Ave to 3 m South of Redhill Ave","YORK","43.689900","-79.455150","Local Road","1","0","Toronto Hydro","1778010641000","1780169406000","1777896000000","1783020600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles on Harvie Ave , Kitchener Ave, Redhill Ave","No","Kitchener Ave","Redhill Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.455150,43.689900],[-79.455140,43.689970],[-79.455240,43.690290],[-79.455260,43.690390],[-79.455270,43.690510],[-79.455270,43.690630],[-79.455260,43.690760],[-79.455210,43.691020],[-79.455220,43.691050]","Low","None"
"Tor-RD1H2026-710-5","Kitchener Ave","Kitchener Ave 72 m West of Harvie Ave to Harvie Ave","YORK","43.689740","-79.455870","Local Road","1","0","Toronto Hydro","1778010641000","1780169406000","1777896000000","1783020600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles on Harvie Ave , Kitchener Ave, Redhill Ave","No","Harvie Ave","Harvie Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.455870,43.689740],[-79.455480,43.689830],[-79.455150,43.689900]","Low","None"
"Tor-RD1H2026-710-4","Kitchener Ave","Kitchener Ave at Harvie Ave to 72 m West of Harvie Ave","YORK","43.689900","-79.455150","Local Road","1","0","Toronto Hydro","1778010641000","1780169406000","1777896000000","1783020600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles on Harvie Ave , Kitchener Ave, Redhill Ave","No","Harvie Ave","Harvie Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.455150,43.689900],[-79.455480,43.689830],[-79.455870,43.689740]","Low","None"
"Tor-RD1H2026-710-3","Harvie Ave","Harvie Ave 3 m North of Kitchener Ave to Kitchener Ave","YORK","43.689930","-79.455140","Local Road","1","0","Toronto Hydro","1778010641000","1780169406000","1777896000000","1783020600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles on Harvie Ave , Kitchener Ave, Redhill Ave","No","Kitchener Ave","Kitchener Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.455140,43.689930],[-79.455150,43.689900]","Low","None"
"Tor-RD1H2026-710-2","Redhill Ave","Redhill Ave at Harvie Ave to 2 m West of end of road","YORK","43.691080","-79.455220","Local Road","1","0","Toronto Hydro","1778010641000","1780169406000","1777896000000","1783020600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles on Harvie Ave , Kitchener Ave, Redhill Ave","No","Harvie Ave","road","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.455220,43.691080],[-79.454480,43.691250]","Low","None"
"Tor-RD1H2026-835-10","Dunvegan Rd","Dunvegan Rd at Russell Hill Rd to 17 m East of Russell Hill Rd","TORONTO","43.699110","-79.413660","Unknown","1","0","Toronto Hydro","1778010029000","1780169406000","1778500800000","1781724600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors and Installing new Overhead wire on the East side of Russell Hill Road; On the North side of Dunvegan Road; On the East North side of Hillholm Road; On the North side of Forest Hill Road

*Permits are getting Extended as we speak, Will Upload new Cut permits once received, And will also require an Amendment Extension once New cut permits are received*","No","Russell Hill Rd","Russell Hill Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.413660,43.699110],[-79.413550,43.699130],[-79.413470,43.699140],[-79.413460,43.699140]","Low","None"
"Tor-RD1H2026-835-11","Dunvegan Rd","Dunvegan Rd 17 m East of Russell Hill Rd to 18 m Northwest of Larratt St","TORONTO","43.699140","-79.413460","Local Road","1","0","Toronto Hydro","1778010029000","1780169406000","1778500800000","1781724600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors and Installing new Overhead wire on the East side of Russell Hill Road; On the North side of Dunvegan Road; On the East North side of Hillholm Road; On the North side of Forest Hill Road

*Permits are getting Extended as we speak, Will Upload new Cut permits once received, And will also require an Amendment Extension once New cut permits are received*","No","Russell Hill Rd","Larratt St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.413460,43.699140],[-79.413400,43.699140],[-79.413320,43.699120],[-79.412500,43.698710],[-79.411960,43.698440],[-79.410760,43.697940]","Low","None"
"Tor-RD1H2026-835-9","Russell Hill Rd","Russell Hill Rd from Hillholm Rd to Dunvegan Rd","TORONTO","43.697610","-79.413050","Local Road","1","0","Toronto Hydro","1778010029000","1780169406000","1778500800000","1781724600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors and Installing new Overhead wire on the East side of Russell Hill Road; On the North side of Dunvegan Road; On the East North side of Hillholm Road; On the North side of Forest Hill Road

*Permits are getting Extended as we speak, Will Upload new Cut permits once received, And will also require an Amendment Extension once New cut permits are received*","No","Hillholm Rd","Dunvegan Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.413050,43.697610],[-79.413660,43.699110]","Low","None"
"Tor-RD1H2026-835-4","Russell Hill Rd","Russell Hill Rd at Old Forest Hill Rd to 22 m Southwest of Old Forest Hill Rd","TORONTO","43.696210","-79.412200","Local Road","1","0","Toronto Hydro","1778010029000","1780169406000","1778500800000","1781724600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors and Installing new Overhead wire on the East side of Russell Hill Road; On the North side of Dunvegan Road; On the East North side of Hillholm Road; On the North side of Forest Hill Road

*Permits are getting Extended as we speak, Will Upload new Cut permits once received, And will also require an Amendment Extension once New cut permits are received*","No","Old Forest Hill Rd","Old Forest Hill Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.412200,43.696210],[-79.412230,43.696210],[-79.412240,43.696210],[-79.412260,43.696210],[-79.412270,43.696210],[-79.412290,43.696210],[-79.412300,43.696200],[-79.412310,43.696200],[-79.412330,43.696190],[-79.412340,43.696190],[-79.412350,43.696190],[-79.412360,43.696180],[-79.412380,43.696170],[-79.412390,43.696170],[-79.412400,43.696160],[-79.412410,43.696150],[-79.412420,43.696140],[-79.412420,43.696140],[-79.412430,43.696130],[-79.412440,43.696110],[-79.412440,43.696110],[-79.412230,43.695660]","Low","None"
"Tor-RD1H2026-835-3","Old Forest Hill Rd","Old Forest Hill Rd 51 m Northwest of Lismore Rd to Russell Hill Rd","TORONTO","43.695870","-79.411560","Local Road","1","0","Toronto Hydro","1778010029000","1780169406000","1778500800000","1781724600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors and Installing new Overhead wire on the East side of Russell Hill Road; On the North side of Dunvegan Road; On the East North side of Hillholm Road; On the North side of Forest Hill Road

*Permits are getting Extended as we speak, Will Upload new Cut permits once received, And will also require an Amendment Extension once New cut permits are received*","No","Lismore Rd","Russell Hill Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.411560,43.695870],[-79.412200,43.696210]","Low","None"
"Tor-RD1H2026-835-2","Old Forest Hill Rd","Old Forest Hill Rd at Russell Hill Rd to 51 m Northwest of Lismore Rd","TORONTO","43.696390","-79.412550","Local Road","1","0","Toronto Hydro","1778010029000","1780169406000","1778500800000","1781724600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors and Installing new Overhead wire on the East side of Russell Hill Road; On the North side of Dunvegan Road; On the East North side of Hillholm Road; On the North side of Forest Hill Road

*Permits are getting Extended as we speak, Will Upload new Cut permits once received, And will also require an Amendment Extension once New cut permits are received*","No","Russell Hill Rd","Lismore Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.412550,43.696390],[-79.412530,43.696370],[-79.412490,43.696360],[-79.412450,43.696330],[-79.412400,43.696310],[-79.412360,43.696290],[-79.412320,43.696270],[-79.412280,43.696250],[-79.412200,43.696210],[-79.412200,43.696210],[-79.411560,43.695870]","Low","None"
"Tor-RD1H2026-835-8","Hillholm Rd","Hillholm Rd 38 m Northwest of Lismore Rd to Russell Hill Rd","TORONTO","43.696620","-79.410660","Local Road","1","0","Toronto Hydro","1778010029000","1780169406000","1778500800000","1781724600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors and Installing new Overhead wire on the East side of Russell Hill Road; On the North side of Dunvegan Road; On the East North side of Hillholm Road; On the North side of Forest Hill Road

*Permits are getting Extended as we speak, Will Upload new Cut permits once received, And will also require an Amendment Extension once New cut permits are received*","No","Lismore Rd","Russell Hill Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.410660,43.696620],[-79.412710,43.697600],[-79.412760,43.697620],[-79.412840,43.697630],[-79.412900,43.697630],[-79.412940,43.697620],[-79.413050,43.697610]","Low","None"
"Tor-RD1H2026-835-1","Russell Hill Rd","Russell Hill Rd 18 m South of Forest Hill Rd to Old Forest Hill Rd","TORONTO","43.700230","-79.414120","Local Road","1","0","Toronto Hydro","1778010029000","1780169406000","1778500800000","1781724600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors and Installing new Overhead wire on the East side of Russell Hill Road; On the North side of Dunvegan Road; On the East North side of Hillholm Road; On the North side of Forest Hill Road

*Permits are getting Extended as we speak, Will Upload new Cut permits once received, And will also require an Amendment Extension once New cut permits are received*","No","Forest Hill Rd","Old Forest Hill Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.414120,43.700230],[-79.413810,43.699450],[-79.413810,43.699450],[-79.413660,43.699110],[-79.413660,43.699110],[-79.413050,43.697610],[-79.413050,43.697610],[-79.412810,43.697020],[-79.412810,43.697020],[-79.412550,43.696390]","Low","None"
"Tor-RD1H2026-826-2","Forest Hill Rd","Forest Hill Rd at Ormsby Cres to 136 m Southeast of Russell Hill Rd","TORONTO","43.700120","-79.415500","Local Road","1","0","Toronto Hydro","1778010047000","1780169406000","1777896000000","1792697400000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors, Ground rods on the South side of Forest Hill Road & Ormsby Cres, As well as installing new Overhead Wire and removing the Old Poles, Anchors, Overhead Wire","No","Ormsby Cres","Russell Hill Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.415500,43.700120],[-79.414180,43.700390],[-79.414180,43.700390],[-79.414100,43.700400],[-79.414060,43.700400],[-79.414020,43.700390],[-79.413950,43.700370],[-79.412930,43.699980],[-79.412650,43.699870]","Low","None"
"Tor-RD1H2026-587","Yorkview Dr","Yorkview Dr 7 m West of Bentley Dr to 6 m East of Chartwell Rd","ETOBICOKE","43.630850","-79.506240","Local Road","1","0","Toronto Hydro","1775136861000","1780169406000","1777032000000","1784662200000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Bentley Dr","Chartwell Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.506240,43.630850],[-79.509330,43.630170],[-79.509330,43.630170],[-79.512760,43.629440]","Low","None"
"Tor-RD1H2026-835-5","Russell Hill Rd","Russell Hill Rd 22 m Southwest of Old Forest Hill Rd to Hillholm Rd","TORONTO","43.695660","-79.412230","Local Road","1","0","Toronto Hydro","1778010029000","1780169406000","1778500800000","1781724600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors and Installing new Overhead wire on the East side of Russell Hill Road; On the North side of Dunvegan Road; On the East North side of Hillholm Road; On the North side of Forest Hill Road

*Permits are getting Extended as we speak, Will Upload new Cut permits once received, And will also require an Amendment Extension once New cut permits are received*","No","Old Forest Hill Rd","Hillholm Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.412230,43.695660],[-79.412440,43.696110],[-79.412440,43.696110],[-79.412550,43.696390],[-79.412550,43.696390],[-79.412810,43.697020],[-79.412810,43.697020],[-79.413050,43.697610]","Low","None"
"11811073","Broadview Ave","EB & WB Queen St E at Broadview Ave","TORONTO","43.658878","-79.349852","Minor Arterial Road","1","0","CCTV","1780168442000","1780168442000","1780168442000","","Continuous","0","","","Unknown","","Unknown","Toronto-TMC: All lanes are closed due to a police investigation. ","No","","","Queen St E","BOTH_DIRECTIONS","HAZARD","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.349852,43.658878]","Low","Low"
"Tor-RD1H2026-771-2","Montgomery Rd","Montgomery Rd 58 m Northwest of Loyalist Rd to 19 m Southeast of Loyalist Rd","ETOBICOKE","43.651110","-79.522960","Local Road","1","0","Toronto Hydro","1778531253000","1780167607000","1778504400000","1781204400000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Toronto Hydro Contractor Upgrading / Maintaining Infrastructure
Project#P-260004-WD151000 - PAF3 PAF5 Islington MC VC Ph.1
Please feel free to reach out to myself Mitch Millard 647-336-2032 if you have any questions. 
If Crew is working within 30M of a energized traffic light Paid Duty Officer will be requested
Crew will work to minimize lengths of closures. If project is completed ahead of time I will request RoDar to be closed off"															
SCOPE: Trenching, break and tie 								
Continuous Closure 													
Notes: Access and Egress at all times for P/P","No","Loyalist Rd","Loyalist Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.522960,43.651110],[-79.522360,43.650810],[-79.522360,43.650810],[-79.522170,43.650710]","Low","None"
"Tor-RD1H2026-771-3","Montgomery Rd","Montgomery Rd 19 m Southeast of Loyalist Rd to 29 m Northwest of Allanbrooke Dr","ETOBICOKE","43.650710","-79.522170","Local Road","1","0","Toronto Hydro","1778531253000","1780167607000","1778504400000","1781204400000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Toronto Hydro Contractor Upgrading / Maintaining Infrastructure
Project#P-260004-WD151000 - PAF3 PAF5 Islington MC VC Ph.1
Please feel free to reach out to myself Mitch Millard 647-336-2032 if you have any questions. 
If Crew is working within 30M of a energized traffic light Paid Duty Officer will be requested
Crew will work to minimize lengths of closures. If project is completed ahead of time I will request RoDar to be closed off"															
SCOPE: Trenching, break and tie 								
Continuous Closure 													
Notes: Access and Egress at all times for P/P","No","Loyalist Rd","Allanbrooke Dr","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.522170,43.650710],[-79.521730,43.650480]","Low","None"
"Tor-RD1H2026-941","Bennett Rd","Bennett Rd 88 m South of Brightside Dr to 101 m South of Brightside Dr","SCARBOROUGH","43.771010","-79.165540","Local Road","1","0","Toronto Hydro","1779630687000","1780167607000","1779886800000","1780254000000","Daily","0","","","Toronto Hydro","Tristar Electric Inc.","Toronto Hydro","Toronto-TMC: P-255000-ED166003-024 47m16 WPF Mitigation Scope (Nairy)

Pole work & OH Conductors","No","Brightside Dr","Brightside Dr","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.165540,43.771010],[-79.165490,43.770890]","Low","None"
"Tor-RD1H2025-676-3","Pricefield Rd","Pricefield Rd 67 m Northeast of Cluny Dr to 60 m West of Thornwood Rd","TORONTO","43.681520","-79.386250","Local Road","1","0","Toronto Hydro","1763625415000","1780167607000","1775559600000","1783105200000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Cluny Dr","Thornwood Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.386250,43.681520],[-79.386130,43.681560],[-79.385820,43.681620]","Low","None"
"Tor-RD1H2026-155-1","Ambleside Ave","Ambleside Ave at Chartwell Rd to 13 m West of Bentley Dr","ETOBICOKE","43.630210","-79.513140","Local Road","1","0","Toronto Hydro","1769186891000","1780167607000","1770037200000","1782154800000","Daily","0","","","Toronto Hydro","00000","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Chartwell Rd","Bentley Dr","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","08:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.513140,43.630210],[-79.509670,43.630980],[-79.509670,43.630980],[-79.506760,43.631610],[-79.506700,43.631620]","Low","None"
"Tor-RD52026-2082-2","The Queensway","The Queensway 17 m West of Burma Dr to 22 m Northeast of S Kingsway Queensway Ramp","ETOBICOKE and TORONTO","43.627930","-79.495380","Major Arterial Road","1","0","{"tabledata":[{"Option":"Other"","1779238691000","1780167607000","1779886800000","1780686000000","Daily","0","","","{"tabledata":[{"Option":"Other"","WSP Canada Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: WSP Canada Inc. (WSP) has been retained by the City of Toronto to undertake a joint geotechnical, environmental, hydrogeological, and pavements borehole / corehole investigation program in support of the design and construction of The Queensway Project. The work taking place will consist of borehole drilling in support of roadway reconstruction.  Boreholes are located along The Queensway between Burma Drive and S Kingsway.","No","Burma Dr","S Kingsway Queensway Ramp","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.495380,43.627930],[-79.495180,43.627970],[-79.495180,43.627970],[-79.494590,43.628100],[-79.494590,43.628100],[-79.494040,43.628230],[-79.494040,43.628230],[-79.492900,43.628470],[-79.492900,43.628470],[-79.492880,43.628470],[-79.492590,43.628540],[-79.492590,43.628540],[-79.491820,43.628710],[-79.491820,43.628710],[-79.491770,43.628720],[-79.490360,43.629050],[-79.490360,43.629050],[-79.486740,43.629840],[-79.486740,43.629840],[-79.485250,43.630150],[-79.485250,43.630150],[-79.484260,43.630380],[-79.484260,43.630380],[-79.483070,43.630640],[-79.483070,43.630640],[-79.481520,43.630970],[-79.481520,43.630970],[-79.479250,43.631680],[-79.477660,43.632180],[-79.477330,43.632290],[-79.477200,43.632330],[-79.477020,43.632380],[-79.476850,43.632460],[-79.476730,43.632530],[-79.476620,43.632600],[-79.476540,43.632670],[-79.476460,43.632730],[-79.476450,43.632750],[-79.476450,43.632750],[-79.476310,43.632880],[-79.476200,43.632990],[-79.475770,43.633400],[-79.475770,43.633400],[-79.475600,43.633450],[-79.475600,43.633450],[-79.475160,43.633870],[-79.475160,43.633870],[-79.474840,43.634170],[-79.474840,43.634170],[-79.474510,43.634490],[-79.474510,43.634490],[-79.474250,43.634750],[-79.474250,43.634750],[-79.474090,43.634910]","High","None"
