ID,Road,Name,District,RoadClass,Planned,Latitude,Longitude,StartTime,EndTime,MaxImpact,CurrImpact,Type,SubType,DirectionsAffected,WorkEventType,Signing
Tor-RD52026-1652-1-1,Hopedale Ave,Hopedale Ave 14 m North of O'Connor Dr to O'Connor Dr,EAST YORK,Local Road,1,43.692980,-79.352270,1779109200000,1780255800000,Low,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-1652-1-2,O'Connor Dr,O'Connor Dr at Hopedale Ave to 5 m West of Hopedale Ave,EAST YORK,Minor Arterial Road,1,43.692860,-79.352230,1779109200000,1780255800000,Low,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD1H2026-835-6,Hillholm Rd,Hillholm Rd at Russell Hill Rd to 24 m East of Russell Hill Rd,TORONTO,Unknown,1,43.697610,-79.413050,1778500800000,1781724600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-826-3,Forest Hill Rd,Forest Hill Rd 136 m Southeast of Russell Hill Rd to 5 m East of Spadina Rd,TORONTO,Local Road,1,43.699870,-79.412650,1777896000000,1792697400000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-710-1,Harvie Ave,Harvie Ave 3 m South of Carrington Ave to Redhill Ave,YORK,Local Road,1,43.691870,-79.456240,1777896000000,1783020600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-835-7,Hillholm Rd,Hillholm Rd 24 m East of Russell Hill Rd to 38 m Northwest of Lismore Rd,TORONTO,Local Road,1,43.697610,-79.412750,1778500800000,1781724600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-826-1,Ormsby Cres,Ormsby Cres 27 m East of Spadina Rd to Forest Hill Rd,TORONTO,Local Road,1,43.700620,-79.417360,1777896000000,1792697400000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-710-6,Harvie Ave,Harvie Ave at Kitchener Ave to 3 m South of Redhill Ave,YORK,Local Road,1,43.689900,-79.455150,1777896000000,1783020600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-710-5,Kitchener Ave,Kitchener Ave 72 m West of Harvie Ave to Harvie Ave,YORK,Local Road,1,43.689740,-79.455870,1777896000000,1783020600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-710-4,Kitchener Ave,Kitchener Ave at Harvie Ave to 72 m West of Harvie Ave,YORK,Local Road,1,43.689900,-79.455150,1777896000000,1783020600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-710-3,Harvie Ave,Harvie Ave 3 m North of Kitchener Ave to Kitchener Ave,YORK,Local Road,1,43.689930,-79.455140,1777896000000,1783020600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-710-2,Redhill Ave,Redhill Ave at Harvie Ave to 2 m West of end of road,YORK,Local Road,1,43.691080,-79.455220,1777896000000,1783020600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-835-10,Dunvegan Rd,Dunvegan Rd at Russell Hill Rd to 17 m East of Russell Hill Rd,TORONTO,Unknown,1,43.699110,-79.413660,1778500800000,1781724600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-835-11,Dunvegan Rd,Dunvegan Rd 17 m East of Russell Hill Rd to 18 m Northwest of Larratt St,TORONTO,Local Road,1,43.699140,-79.413460,1778500800000,1781724600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-835-9,Russell Hill Rd,Russell Hill Rd from Hillholm Rd to Dunvegan Rd,TORONTO,Local Road,1,43.697610,-79.413050,1778500800000,1781724600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-835-4,Russell Hill Rd,Russell Hill Rd at Old Forest Hill Rd to 22 m Southwest of Old Forest Hill Rd,TORONTO,Local Road,1,43.696210,-79.412200,1778500800000,1781724600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-835-3,Old Forest Hill Rd,Old Forest Hill Rd 51 m Northwest of Lismore Rd to Russell Hill Rd,TORONTO,Local Road,1,43.695870,-79.411560,1778500800000,1781724600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-835-2,Old Forest Hill Rd,Old Forest Hill Rd at Russell Hill Rd to 51 m Northwest of Lismore Rd,TORONTO,Local Road,1,43.696390,-79.412550,1778500800000,1781724600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-835-8,Hillholm Rd,Hillholm Rd 38 m Northwest of Lismore Rd to Russell Hill Rd,TORONTO,Local Road,1,43.696620,-79.410660,1778500800000,1781724600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-835-1,Russell Hill Rd,Russell Hill Rd 18 m South of Forest Hill Rd to Old Forest Hill Rd,TORONTO,Local Road,1,43.700230,-79.414120,1778500800000,1781724600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-826-2,Forest Hill Rd,Forest Hill Rd at Ormsby Cres to 136 m Southeast of Russell Hill Rd,TORONTO,Local Road,1,43.700120,-79.415500,1777896000000,1792697400000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-587,Yorkview Dr,Yorkview Dr 7 m West of Bentley Dr to 6 m East of Chartwell Rd,ETOBICOKE,Local Road,1,43.630850,-79.506240,1777032000000,1784662200000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-835-5,Russell Hill Rd,Russell Hill Rd 22 m Southwest of Old Forest Hill Rd to Hillholm Rd,TORONTO,Local Road,1,43.695660,-79.412230,1778500800000,1781724600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-941,Bennett Rd,Bennett Rd 88 m South of Brightside Dr to 101 m South of Brightside Dr,SCARBOROUGH,Local Road,1,43.771010,-79.165540,1779886800000,1780254000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2025-676-3,Pricefield Rd,Pricefield Rd 67 m Northeast of Cluny Dr to 60 m West of Thornwood Rd,TORONTO,Local Road,1,43.681520,-79.386250,1775559600000,1783105200000,Low,None,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Toronto Hydro,
Tor-RD1H2026-155-1,Ambleside Ave,Ambleside Ave at Chartwell Rd to 13 m West of Bentley Dr,ETOBICOKE,Local Road,1,43.630210,-79.513140,1770037200000,1782154800000,Low,None,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Toronto Hydro,
Tor-RD52026-2082-2,The Queensway,The Queensway 17 m West of Burma Dr to 22 m Northeast of S Kingsway Queensway Ramp,ETOBICOKE and TORONTO,Major Arterial Road,1,43.627930,-79.495380,1779886800000,1780686000000,High,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Other""""",
Tor-RD1H2026-553-3,Spadina Rd,Spadina Rd 41 m Southeast of Eglinton Ave W to 60 m Northwest of Chadwick Ave,TORONTO,Minor Arterial Road,1,43.702060,-79.418800,1774868400000,1781290800000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-553-2,Spadina Rd,Spadina Rd 25 m South of Chadwick Ave to 43 m North of Forest Hill Rd,TORONTO,Minor Arterial Road,1,43.700920,-79.417830,1774868400000,1781290800000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-553-1,Spadina Rd,Spadina Rd 36 m South of Old Forest Hill Rd to 36 m South of Ava Rd,TORONTO,Minor Arterial Road,1,43.698680,-79.416870,1774868400000,1781290800000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-553-4,Spadina Rd,Spadina Rd 37 m North of Elderwood Dr to 31 m South of Elderwood Dr,TORONTO,Minor Arterial Road,1,43.697010,-79.416170,1774868400000,1781290800000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-846-1,Edgecroft Rd,Edgecroft Rd 16 m East of Islington Ave to 40 m West of Loma Rd,ETOBICOKE,Local Road,1,43.627700,-79.516300,1778497200000,1782846000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-200,Castlebar Rd,Castlebar Rd at Chartwell Rd to 33 m West of Royal York Rd,ETOBICOKE,Local Road,1,43.630940,-79.513440,1770642000000,1782154800000,Low,None,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Toronto Hydro,
Tor-RD1H2026-155-3,Uno Dr,Uno Dr at Ambleside Ave to 12 m South of Castlebar Rd,ETOBICOKE,Local Road,1,43.630980,-79.509670,1770037200000,1782154800000,Low,None,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Toronto Hydro,
Tor-RD042026-579,Kipling Ave,Kipling Ave 11 m North of Eglinton Ave W to 26 m South of Dryden Way,ETOBICOKE,Major Arterial Road,1,43.677280,-79.550930,1779800400000,1780686000000,High,None,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD1H2026-155-2,Ambleside Ave,Ambleside Ave 13 m West of Bentley Dr to Uno Dr,ETOBICOKE,Unknown,1,43.631620,-79.506700,1770037200000,1782154800000,Low,None,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Toronto Hydro,
Tor-RD52026-2082-1,The Queensway,The Queensway 11 m West of Burma Dr to 26 m Southwest of S Kingsway Queensway Ramp,ETOBICOKE and TORONTO,Major Arterial Road,1,43.627940,-79.495310,1779886800000,1780686000000,High,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Other""""",
Tor-RD1H2026-846-2,Yorkview Dr,Yorkview Dr 15 m East of Islington Ave to 75 m East of Chartwell Rd,ETOBICOKE,Local Road,1,43.628580,-79.516650,1778497200000,1782846000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD52026-2182,Cork Ave,Cork Ave 55 m East of Corona St to 76 m East of Corona St,NORTH YORK,Local Road,1,43.713750,-79.451460,1779800400000,1780426800000,Low,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD1H2026-247,Thirtieth St,Thirtieth St 15 m South of Davick Dr to 44 m South of Davick Dr,ETOBICOKE,Local Road,1,43.605030,-79.534060,1770638400000,1780686000000,Low,None,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Toronto Hydro,
Tor-RD1H2026-553-6,Spadina Rd,Spadina Rd 30 m North of Archer Rd to 29 m South of Silverwood Ave,TORONTO,Minor Arterial Road,1,43.696350,-79.415900,1774868400000,1781290800000,Low,None,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Toronto Hydro,
Tor-RD1H2026-827-4,Athol Ave,Athol Ave at Islington Ave to 3 m West of Chartwell Rd,ETOBICOKE,Local Road,1,43.626780,-79.516110,1778763600000,1785438000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-827-3,Nordin Ave,Nordin Ave 18 m West of Athol Ave to Athol Ave,ETOBICOKE,Local Road,1,43.626730,-79.516330,1778763600000,1785438000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2025-1020-2,Gibson Ave,Gibson Ave 19 m East of Ln W Yonge N Ramsden Park to 6 m East of Ramsden Park Trl,TORONTO,Local Road,1,43.677310,-79.389970,1769428800000,1798747200000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2025-1020-1,South Dr,South Dr 5 m South of Crescent Rd to 6 m West of Mount Pleasant Rd,TORONTO,Local Road,1,43.678410,-79.382640,1769428800000,1798747200000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-553-5,Spadina Rd,Spadina Rd 33 m North of Forest Hill Rd to 32 m North of Old Forest Hill Rd,TORONTO,Minor Arterial Road,1,43.700040,-79.417460,1774868400000,1781290800000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-827-2,Lady Bank Rd,Lady Bank Rd 9 m North of Canmotor Ave to 4 m South of Athol Ave,ETOBICOKE,Local Road,1,43.624420,-79.511720,1778763600000,1785438000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-827-1,Chartwell Rd,Chartwell Rd 2 m Northwest of Athol Ave to 7 m North of The Queensway,ETOBICOKE,Local Road,1,43.627770,-79.511930,1778763600000,1785438000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2025-1020-3,Ramsden Park Rd,Ramsden Park Rd 21 m East of Ln W Yonge N Ramsden Park to Ramsden Park Trl,TORONTO,Local Road,1,43.676990,-79.389830,1769428800000,1798747200000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1S2026-239-1,Jones Ave,Jones Ave 40 m North of C N R to 10 m North of Myrtle Ave,TORONTO,Minor Arterial Road,1,43.672320,-79.336920,1779195600000,1783708200000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Other,
11803933-1,Carl Hall Rd,Carl Hall Rd beyond end of road to before Downsview Park Trl,NORTH YORK,Local Road,1,43.753510,-79.474210,1780164000000,1780201800000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11803933-2,Carl Hall Rd,Carl Hall Rd beyond end of road to before Downsview Park Trl,NORTH YORK,Local Road,1,43.751815,-79.477214,1780164000000,1780201800000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11803933-4,Carl Hall Rd,Carl Hall Rd beyond end of road to before Downsview Park Trl,NORTH YORK,Local Road,1,43.747786,-79.475742,1780164000000,1780201800000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Unknown,
11803933-3,Carl Hall Rd,Carl Hall Rd beyond end of road to before Downsview Park Trl,NORTH YORK,Local Road,1,43.748524,-79.474588,1780164000000,1780201800000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Unknown,
Tor-RD52026-99-1,Appleby Crt,Appleby Crt 8 m North of Lorraine Gdns to 6 m Southeast of end of road,ETOBICOKE,Local Road,1,43.653080,-79.549830,1774436400000,1790348400000,Low,None,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-186-2,Martin Grove Rd,Martin Grove Rd 4 m South of Burnhamthorpe Rd to 20 m South of Burnhamthorpe Rd,ETOBICOKE,Local Road,1,43.648780,-79.548970,1773061200000,1780171200000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,"[{option"":""Transportation Services""""",
Tor-RD1S2026-393-1,Steeles Ave W,Steeles Ave W 33 m East of C N R to 43 m West of C N R,NORTH YORK,Major Arterial Road,1,43.783990,-79.484070,1779195600000,1780689600000,High,High,CONSTRUCTION,,BOTH_DIRECTIONS,Other,
Tor-RD1S2026-239-2,Jones Ave,Jones Ave 6 m North of Myrtle Ave to 37 m North of C N R,TORONTO,Minor Arterial Road,1,43.671580,-79.336600,1779195600000,1783713600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD1H2026-961-1,Islington Ave,Islington Ave 30 m South of Finchley Rd to 9 m South of Finchley Rd,ETOBICOKE,Major Arterial Road,1,43.656560,-79.528650,1779368400000,1780603200000,High,High,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD042026-716,Twenty Sixth St,Twenty Sixth St 8 m South of end of road to 4 m South of end of road,ETOBICOKE,Local Road,1,43.601120,-79.526430,1779886800000,1782504000000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Metrolinx,
Tor-RD022026-95,Wellington St W,Wellington St W 74 m East of York St to 30 m East of York St,TORONTO,Minor Arterial Road,1,43.646800,-79.382130,1780146000000,1780174800000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD1H2026-712-3,Royal York Rd,Royal York Rd at Norseman St to 94 m South of Norseman St,ETOBICOKE,Minor Arterial Road,1,43.636940,-79.507050,1777899600000,1785441600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD52026-1095,John Stoner Dr,John Stoner Dr 80 m Northwest of Shawn Blu Rose Park Trl to 55 m Southeast of Chad Cres,SCARBOROUGH,Local Road,1,43.813120,-79.209180,1779022800000,1780171200000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD1H2026-711-1,Norseman St,Norseman St 21 m West of Islington Ave to 8 m East of Chartwell Rd,ETOBICOKE,Local Road,1,43.634150,-79.519380,1777899600000,1784145600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-711-2,Norseman St,Norseman St 8 m East of Chartwell Rd to Islington Ave,ETOBICOKE,Local Road,1,43.635110,-79.515220,1777899600000,1784145600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-940-2,Kingston Rd,Kingston Rd 7 m Southwest of Deep Dene Dr to 13 m Northeast of Highland Creek Parkette Trl,SCARBOROUGH,Minor Arterial Road,1,43.784920,-79.168170,1779886800000,1780257600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD042026-537,Wynford Dr,Wynford Dr 55 m East of Don Mills Rd to 37 m West of Gervais Dr,NORTH YORK,Minor Arterial Road,1,43.723110,-79.338900,1777640400000,1780257600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD52026-877-1,The Kingsway,The Kingsway at Lambeth Rd to 18 m South of Humbertown Way,ETOBICOKE,Local Road,1,43.660450,-79.518590,1776085200000,1790798400000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD012026-694,Spadina Rd,Spadina Rd 16 m South of Montclair Ave to 13 m South of Bantry Ave,TORONTO,Minor Arterial Road,1,43.687630,-79.412390,1778504400000,1780689600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Telecommunications,
Tor-RD042026-718-1,Fordhouse Blvd,Fordhouse Blvd 45 m West of Wickman Rd to Wickman Rd,ETOBICOKE,Local Road,1,43.617320,-79.531150,1779886800000,1782504000000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD52026-186-3,Burnhamthorpe Rd,Burnhamthorpe Rd 3 m East of Martin Grove Rd to 54 m East of Martin Grove Rd,ETOBICOKE,Major Arterial Road,1,43.648820,-79.548940,1773061200000,1780171200000,High,High,CONSTRUCTION,,ONE_DIRECTION,"[{option"":""Transportation Services""""",
Tor-RD52026-1964-1,Queensway W 427 C N Ramp,Queensway W 427 C N Ramp 83 m West of The Queensway to The Queensway,ETOBICOKE,Expressway Ramp,1,43.616160,-79.548030,1779109200000,1782849600000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-877-2,The Kingsway,The Kingsway 18 m South of Humbertown Way to 17 m Northwest of Dundas St W,ETOBICOKE,Local Road,1,43.661560,-79.518690,1776085200000,1790798400000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD042026-718-2,Wickman Rd,Wickman Rd at Fordhouse Blvd to 45 m North of Fordhouse Blvd,ETOBICOKE,Local Road,1,43.617430,-79.530610,1779886800000,1782504000000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD012026-427-1,Lakeshore Rd E,Lakeshore Rd E 16 m Northeast of Island Rd to Etobicoke Creek,,Major Arterial Road,1,43.587440,-79.547750,1775048400000,1780344000000,High,High,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD012026-427-2,Lake Shore Blvd W,Lake Shore Blvd W at Etobicoke Creek to 16 m Southwest of Forty First St,ETOBICOKE,Major Arterial Road,1,43.588930,-79.546410,1775048400000,1780344000000,High,High,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD042026-327,Eglinton Ave W,Eglinton Ave W 72 m West of Royal York Rd to 241 m West of Royal York Rd,ETOBICOKE,Major Arterial Road,1,43.682110,-79.527450,1775134800000,1782849600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD012026-809,Roehampton Ave,Roehampton Ave 78 m West of Mount Pleasant Rd to 57 m West of Mount Pleasant Rd,TORONTO,Local Road,1,43.709430,-79.391550,1779714000000,1780689600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Telecommunications,
Tor-RD1H2026-302-1,Steeles Ave E,Steeles Ave E 8 m East of Mountcastle Gt to 34 m West of Ww W Birchmount S Steeles,,Major Arterial Road,1,43.820600,-79.320360,1772460000000,1783713600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-302-2,Steeles Ave E,Steeles Ave E 8 m East of Mountcastle Gt to 36 m West of Ww W Birchmount S Steeles,,Major Arterial Road,1,43.820600,-79.320360,1772460000000,1783713600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD042026-698-1,Eglinton Ave W,Eglinton Ave W 31 m East of Islington Ave to 32 m West of Islington Ave,ETOBICOKE,Major Arterial Road,1,43.679910,-79.538640,1779800400000,1782849600000,High,High,CONSTRUCTION,,BOTH_DIRECTIONS,Metrolinx,
Tor-RD042026-698-2,Eglinton Ave W,Eglinton Ave W 32 m West of Islington Ave to Islington Ave,ETOBICOKE,Major Arterial Road,1,43.679750,-79.539390,1779800400000,1782849600000,High,High,CONSTRUCTION,,BOTH_DIRECTIONS,Metrolinx,
Tor-RD042026-698-3,Islington Ave,Islington Ave at Eglinton Ave W to 17 m North of Eglinton Ave W,ETOBICOKE,Major Arterial Road,1,43.679840,-79.539010,1779800400000,1782849600000,High,High,CONSTRUCTION,,BOTH_DIRECTIONS,Metrolinx,
Tor-RD1S2026-468,Royal York Rd,Royal York Rd 8 m South of Lambeth Rd to 27 m South of Humbertown Way,ETOBICOKE,Minor Arterial Road,1,43.660790,-79.517340,1776949200000,1780171200000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD1H2026-302-5,Steeles Ave E,Steeles Ave E 123 m West of Kelvin Grove Ave to 48 m West of Kelvin Grove Ave,,Major Arterial Road,1,43.822150,-79.313680,1772460000000,1783713600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-302-6,Steeles Ave E,Steeles Ave E 47 m West of Kelvin Grove Ave to 3 m West of Kelvin Grove Ave,,Major Arterial Road,1,43.822370,-79.312780,1772460000000,1783713600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD52026-186-7,Burnhamthorpe Rd,Burnhamthorpe Rd 46 m West of Martin Grove Rd to 6 m West of Martin Grove Rd,ETOBICOKE,Major Arterial Road,1,43.648680,-79.549520,1773061200000,1780171200000,High,High,CONSTRUCTION,,BOTH_DIRECTIONS,"[{option"":""Transportation Services""""",
Tor-RD52026-186-8,Martin Grove Rd,Martin Grove Rd 6 m South of Burnhamthorpe Rd to 17 m South of Burnhamthorpe Rd,ETOBICOKE,Local Road,1,43.648750,-79.548960,1773061200000,1780171200000,Low,Low,CONSTRUCTION,,BOTH_DIRECTIONS,"[{option"":""Transportation Services""""",
Tor-RD52026-1089-1,Flempton Cres,Flempton Cres 86 m East of Ionview Rd to 67 m East of Ionview Rd,SCARBOROUGH,Unknown,1,43.738960,-79.273190,1779714000000,1780171200000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-1089-2,Flempton Cres,Flempton Cres 104 m Northeast of Ionview Rd to 106 m East of Ionview Rd,SCARBOROUGH,Local Road,1,43.738300,-79.272910,1779714000000,1780171200000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-2512,Barkwin Dr,Barkwin Dr 26 m East of Islington Ave to 48 m West of Batawa Cres,ETOBICOKE,Local Road,1,43.738230,-79.565430,1780146000000,1781582340000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD1H2026-711-3,Islington Ave,Islington Ave at Norseman St to 28 m North of Norseman St,ETOBICOKE,Major Arterial Road,1,43.634220,-79.519130,1777899600000,1784145600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD042026-611-1,Eglinton Ave W,Eglinton Ave W 113 m West of Kipling Ave to 26 m East of Kipling Ave,ETOBICOKE,Major Arterial Road,1,43.676870,-79.552230,1778504400000,1785528000000,High,High,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD042026-611-2,Eglinton Ave W,Eglinton Ave W 26 m East of Kipling Ave to Kipling Ave,ETOBICOKE,Major Arterial Road,1,43.677260,-79.550580,1778504400000,1785528000000,High,High,CONSTRUCTION,,BOTH_DIRECTIONS,Metrolinx,
Tor-RD042026-611-3,Kipling Ave,Kipling Ave at Eglinton Ave W to 27 m North of Eglinton Ave W,ETOBICOKE,Major Arterial Road,1,43.677180,-79.550890,1778504400000,1785528000000,High,High,CONSTRUCTION,,BOTH_DIRECTIONS,Metrolinx,
Tor-RD1H2026-712-1,Norseman St,Norseman St at Royal York Rd to 5 m East of Chartwell Rd,ETOBICOKE,Local Road,1,43.636940,-79.507050,1777899600000,1785441600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-712-2,Norseman St,Norseman St 5 m East of Chartwell Rd to Royal York Rd,ETOBICOKE,Local Road,1,43.635100,-79.515250,1777899600000,1785441600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RDAR2024-3900-1,Ln S Queen W Spadina,Ln S Queen W Spadina 19m West of Spadina Ave,TORONTO,Major Arterial Road,1,43.648280,-79.396610,1767276000000,1793476800000,High,High,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RDAR2024-3900-2,Queen St W,Queen St W from Cameron St to Spadina Ave,TORONTO,Major Arterial Road,1,43.648540,-79.397410,1767276000000,1793476800000,High,High,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD1H2026-940-1,Kingston Rd,Kingston Rd 5 m Northeast of Deep Dene Dr to 12 m Northeast of Deep Dene Dr,SCARBOROUGH,Minor Arterial Road,1,43.784990,-79.168060,1779886800000,1780257600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
